Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Sonja,Svensson,Backgatan 799,Lund,34853,Sverige,SE,19891029-4041,+46,014-073 09 61,1989-10-29,True
Stefan,Olsson,Aspvägen 987,Landskrona,11327,Sverige,SE,19540225-6659,+46,040-915 11 71,1954-02-25,True
Daniel,Björkman,Granvägen 068,Stockholm,19672,Sverige,SE,19950628-0305,+46,+46 (0)160 949 86,1995-06-28,True
Jouni,Korhonen,Uskalikonpolku 916,Tuusula,94338,Finland,FI,19700210-6013,+358,+358 443876161,1970-02-10,True
Torbjørn,Rønning,Danielsenkollen 1,Andreassen,0057,Norge,NO,19831107-8908,+47,16 44 75 14,1983-11-07,True
Olivia,Johansson,Villavägen 11,Halmstad,76224,Sverige,SE,19650128-3624,+46,031-80 97 22,1965-01-28,True
Alf,Henriksen,Moevollen 764,Karennes,8020,Norge,NO,19660205-1784,+47,80343129,1966-02-05,True
Elias,Höglund,Storgatan 627,Karlstad,76118,Sverige,SE,19461126-3928,+46,+46 (0)8 756 481 70,1946-11-26,True
Åke,Nord,Björkgatan 4,Karlstad,92527,Sverige,SE,19700305-0164,+46,081-749 30 88,1970-03-05,True
Dillon,Macdonald,Christopher Ranch 547,West Nataliehaven,64093,Danmark,DK,19900816-1110,+45,001-510-938-9938x77454,1990-08-16,True
Johanna,Löfgren,Skolgatan 7,Karlstad,89140,Sverige,SE,19420713-3147,+46,08-36 15 78,1942-07-13,True
Svein,Knutsen,Johnsenstykket 39,Haugen,4691,Norge,NO,19451120-2704,+47,91438107,1945-11-20,True
Mats,Blom,Bäckstigen 221,Örnsköldsvik,87171,Sverige,SE,19550219-4563,+46,058-77 30 69,1955-02-19,True
Sisko,Rajala,Uunisepänpolku 414,Karstula,55685,Finland,FI,19600504-319W,+358,+358845213133,1960-05-04,True
Hannes,Johansson,Trädgårdsgatan 86,Piteå,76422,Sverige,SE,19720314-3263,+46,0915-81 06 39,1972-03-14,True
Amanda,Hjalmarsson,Nytorget 289,Trollhättan,71183,Sverige,SE,19971129-3170,+46,002-74 65 70,1997-11-29,True
Michaela,Gustavsson,Kyrkovägen 4,Lidköping,19241,Sverige,SE,19510721-7268,+46,08-022 21 44,1951-07-21,True
Alma,Karlström,Aspgatan 8,Växjö,93829,Sverige,SE,19671030-3105,+46,+46 (0)8 879 662 04,1967-10-30,True
Kjersti,Isaksen,Hagentoppen 1,Paulsen,5848,Norge,NO,19460320-2288,+47,+4758216229,1946-03-20,True
Anna,Eliassen,Aunestranda 7,Aune,0795,Norge,NO,19860707-5952,+47,+47 49 10 29 42,1986-07-07,True
Henrik,Ahmed,Holmlia 09E,Birkeland,2369,Norge,NO,19770720-5677,+47,410 61 023,1977-07-20,True
Jeanette,Jansson,Industrivägen 04,Växjö,23535,Sverige,SE,19880706-8362,+46,+46 (0)726 107 57,1988-07-06,True
Michael,West,Miller Inlet 0859,New Ryanhaven,21007,Danmark,DK,19600827-5763,+45,944.955.7163x068,1960-08-27,True
Vidar,Gulbrandsen,Holmløkka 1,Cecilieøy,5687,Norge,NO,19430706-0385,+47,74 81 74 68,1943-07-06,True
Petter,Haug,Liejordet 52,Gulbrandsen,5547,Norge,NO,19711130-8824,+47,939 06 058,1971-11-30,True
Julia,Andersson,Aspgränd 2,Trelleborg,94233,Sverige,SE,19440531-9479,+46,+46 (0)031 190 65,1944-05-31,True
Åsa,Eriksson,Skolgatan 9,Sundsvall,49553,Sverige,SE,19650211-0833,+46,019-65 29 37,1965-02-11,False
Anne,Atkinson,Hobbs Union 843,Port Rebeccaport,66948,Danmark,DK,19610619-4818,+45,749.883.5292x2038,1961-06-19,True
Catarina,Lundgren,Industristigen 647,Helsingborg,41298,Sverige,SE,19781019-7970,+46,+46 (0)774 406 15,1978-10-19,True
Kristin,Thomas,Norris Point 474,Lake Cynthiashire,05639,Danmark,DK,19910714-4024,+45,001-738-736-8789x8114,1991-07-14,True
Johan,Samuelsson,Stationsvägen 5,Karlskrona,86355,Sverige,SE,19870419-9048,+46,091-121 48 48,1987-04-19,True
Carl,Nyström,Nygränd 483,Trollhättan,37382,Sverige,SE,19951208-7445,+46,+46 (0)8 131 544 30,1995-12-08,True
Bengt,Lindberg,Järnvägsgatan 2,Uddevalla,29889,Sverige,SE,19690522-9428,+46,+46 (0)803 971 58,1969-05-22,True
Åsa,Nordin,Strandgatan 8,Eskilstuna,48127,Sverige,SE,19810601-8938,+46,08-66 73 51,1981-06-01,True
Elisabet,Engström,Granstigen 6,Landskrona,62700,Sverige,SE,19990826-0132,+46,08-663 267 54,1999-08-26,True
Stina,Blomberg,Villastigen 9,Karlstad,98019,Sverige,SE,19890702-0393,+46,+46 (0)79 72 81 45,1989-07-02,True
Leo,Abrahamsson,Kyrkostigen 2,Nyköping,74710,Sverige,SE,19700608-6042,+46,08-03 34 28,1970-06-08,True
Mona,Berge,Lieroa 58,Magnusodden,1134,Norge,NO,19841120-3020,+47,11909617,1984-11-20,True
Kerstin,Lövgren,Granstigen 864,Kristianstad,94193,Sverige,SE,19540107-2164,+46,08-123 21 81,1954-01-07,True
Elisabet,Olsson,Parkgatan 294,Trelleborg,51536,Sverige,SE,19550812-8527,+46,030-79 18 28,1955-08-12,True
Cecilia,Karlsson,Skolvägen 5,Linköping,82908,Sverige,SE,19890323-0900,+46,0214-19 93 10,1989-03-23,True
Josefin,Johansson,Industritorget 65,Östersund,46129,Sverige,SE,19660914-5401,+46,08-034 414 21,1966-09-14,True
Katie,Vazquez,Katherine Motorway 5539,Jasonview,79588,Danmark,DK,19541012-4827,+45,794.745.8069x13525,1954-10-12,False
Pål,Larsen,Bøekroken 6,Karenstrøm,5463,Norge,NO,19460414-2286,+47,978 91 312,1946-04-14,True
Torbjørn,Vik,Solheimtunet 3,Holm,3865,Norge,NO,19780221-0016,+47,31057797,1978-02-21,True
Markus,Falk,Björkvägen 77,Göteborg,93599,Sverige,SE,19401117-0941,+46,+46 (0)8 973 360 13,1940-11-17,True
Olavi,Toivanen,Urpubulevardi 477,Savukoski,47962,Finland,FI,19920204-092A,+358,0526053834,1992-02-04,True
Anneli,Sandberg,Genvägen 120,Alingsås,56172,Sverige,SE,19860119-1885,+46,08-102 81 60,1986-01-19,True
Christine,Berg,Furugränd 38,Växjö,47755,Sverige,SE,19650614-9138,+46,08-86 43 06,1965-06-14,True
Anders,Pettersson,Backstigen 883,Umeå,74513,Sverige,SE,19900321-3596,+46,0080-940 57,1990-03-21,True
Alf,Johansson,Bäcktorget 7,Umeå,66410,Sverige,SE,19530809-3856,+46,0869-06 30 71,1953-08-09,True
Kristin,Johansen,Kristensenmyra 8,Livgrunn,3055,Norge,NO,19930630-1912,+47,+4780119986,1993-06-30,True
Anders,Nyström,Nytorget 11,Uddevalla,76038,Sverige,SE,19650823-8498,+46,025-382 47 86,1965-08-23,True
Håkan,Sjölin,Kyrkogatan 751,Sandviken,44525,Sverige,SE,19711130-4503,+46,+46 (0)14 45 28 87,1971-11-30,True
Lasse,Mäki,Salakkabulevardi 8,Salo,32957,Finland,FI,19520627-580Y,+358,(+358) 581424733,1952-06-27,True
Kim,Aasen,Ødegårdfaret 78B,Sisseleid,9915,Norge,NO,19500108-4113,+47,+47 14 96 96 46,1950-01-08,True
Tove,Eide,Hauglandeggen 8,Sæther,3619,Norge,NO,19730307-3956,+47,19103984,1973-03-07,True
Paula,Mohammadi,Bäckstigen 272,Umeå,52192,Sverige,SE,19851112-0952,+46,+46 (0)103 402 89,1985-11-12,True
Aud,Danielsen,Arnesenlyngen 37E,Hansen,8831,Norge,NO,19430727-5365,+47,+4719178069,1943-07-27,True
Nicholas,Miller,Brittany Burgs 853,Zacharyborough,20279,Danmark,DK,19600327-1568,+45,+1-476-826-6437x4084,1960-03-27,True
Patric,Lundgren,Kyrkotorget 158,Växjö,87453,Sverige,SE,19650114-8302,+46,08-66 81 23,1965-01-14,True
Brittany,Davis,Bryant Ramp 54306,North Jessicafort,48401,Danmark,DK,19740215-0769,+45,(796)602-1584,1974-02-15,True
Susann,Lindberg,Kvarngatan 9,Helsingborg,36126,Sverige,SE,19500314-8209,+46,0658-84 81 49,1950-03-14,True
Hanna,Samuelsson,Ekvägen 478,Mölndal,57389,Sverige,SE,19630807-4592,+46,053-957 48 50,1963-08-07,True
Christopher,Olsson,Industrivägen 50,Kalmar,76152,Sverige,SE,19620806-5038,+46,08-373 49 24,1962-08-06,True
Eva,Johansson,Åkertorget 1,Trelleborg,64955,Sverige,SE,19701210-3016,+46,08-27 50 68,1970-12-10,True
Torill,Lien,Knudsenmarka 87,Rønning,5509,Norge,NO,19440822-3622,+47,85 00 29 67,1944-08-22,True
Jasmine,Emilsson,Kyrkgatan 8,Karlstad,66325,Sverige,SE,19480418-4749,+46,0141-188 62,1948-04-18,True
Helge,Ahmed,Larsenhagen 7,Henrikvåg,2911,Norge,NO,19690403-7203,+47,56297828,1969-04-03,True
Charlotta,Andreasson,Parktorget 641,Uddevalla,46230,Sverige,SE,19741019-3789,+46,+46 (0)8 756 580 61,1974-10-19,True
Adam,Bergström,Stationsvägen 5,Lidköping,78961,Sverige,SE,19810401-4698,+46,+46 (0)8 142 589 64,1981-04-01,True
Mikael,Linder,Skogsvägen 2,Kristianstad,32468,Sverige,SE,19780612-7696,+46,089-640 62 24,1978-06-12,True
Phillip,Holmes,Kevin Pine 99528,Lawrenceside,08608,Danmark,DK,19780629-7422,+45,+1-898-253-4781,1978-06-29,True
Gunnar,Rasmussen,Andreassenalléen 75,Helland,6343,Norge,NO,19780826-0711,+47,21 11 65 36,1978-08-26,True
Karl,Kristoffersen,Brekkeroa 8,Karlsen,0004,Norge,NO,19430110-2004,+47,33910270,1943-01-10,True
Øyvind,Danielsen,Eideekra 4,Sandernes,6290,Norge,NO,19490711-2420,+47,439 38 058,1949-07-11,True
Kristina,Jönsson,Skolvägen 868,Skövde,16804,Sverige,SE,19850719-0197,+46,0798-607 10,1985-07-19,True
Karin,Brodin,Järnvägsgatan 506,Motala,58632,Sverige,SE,19781101-2230,+46,0759-98 60 51,1978-11-01,True
Marit,Haugland,Berntsenberget 38,Ingridfjord,8527,Norge,NO,19531231-8405,+47,48986175,1953-12-31,True
Roger,Pettersen,Isaksenstubben 3,Leifhamn,6551,Norge,NO,19670918-3111,+47,04 74 31 25,1967-09-18,True
Marjatta,Lappalainen,Pohjolankuja 312,Muonio,60692,Finland,FI,19860911-205V,+358,+358495000799,1986-09-11,True
Tor,Rønning,Strandflata 7B,Eide,9566,Norge,NO,19480209-4094,+47,45766006,1948-02-09,True
Christian,Martinsen,Jørgensenlyngen 64D,Rasmussen,0830,Norge,NO,19670204-8680,+47,08 12 01 47,1967-02-04,True
Tove,Ødegård,Holmalléen 2,Jensen,5682,Norge,NO,19751231-0832,+47,45682704,1975-12-31,True
Berit,Tangen,Eliassengropa 4,Halvorsen,3709,Norge,NO,19651112-6341,+47,+47 56 52 64 65,1965-11-12,True
Aina,Karlsson,Parktorget 808,Borås,77564,Sverige,SE,19930314-5939,+46,08-05 71 83,1993-03-14,True
Oliver,Ekdahl,Ängstorget 198,Motala,59854,Sverige,SE,19511208-4892,+46,+46 (0)647 729 97,1951-12-08,True
Inger,Sandberg,Björkgatan 246,Gävle,37638,Sverige,SE,19890403-1957,+46,0592-150 41,1989-04-03,True
Anneli,Korhonen,Maapolku 1,Jämsä,21864,Finland,FI,19890123-224X,+358,0653567455,1989-01-23,True
Dustin,Ayala,Thomas Isle 571,Lake Jefferymouth,98425,Danmark,DK,19400823-3897,+45,001-833-283-0330x27768,1940-08-23,True
Laila,Iversen,Ahmedeggen 1,Terjefoss,6560,Norge,NO,19960129-1147,+47,463 97 310,1996-01-29,True
Fredrik,Haug,Johansentoppen 3,Ødegård,9147,Norge,NO,19951024-2118,+47,97393484,1995-10-24,True
Åse,Gundersen,Sandvikplassen 3,Moen,4556,Norge,NO,19501016-2951,+47,+4782888300,1950-10-16,True
André,Nyström,Ringtorget 654,Sandviken,26653,Sverige,SE,20000721-5525,+46,+46 (0)66 94 60 87,2000-07-21,True
Carin,Gustafsson,Stationsvägen 1,Östersund,25663,Sverige,SE,19940110-4995,+46,072-166 23 29,1994-01-10,True
Ulrika,Carlsson,Fabriksgatan 32,Malmö,56726,Sverige,SE,19430809-3152,+46,+46 (0)8 710 605 12,1943-08-09,True
Gunnel,Lindh,Idrottsvägen 73,Mölndal,47509,Sverige,SE,19461210-0196,+46,0118-04 65 74,1946-12-10,True
Elisabet,Magnusson,Aspvägen 63,Sundsvall,35039,Sverige,SE,19990119-0756,+46,0466-922 12,1999-01-19,True
Marianne,Andreassen,Kristoffersenmoen 413,Fredrikstad,2330,Norge,NO,19880823-7540,+47,497 27 916,1988-08-23,True
Ingrid,Lindgren,Ängstorget 3,Varberg,71689,Sverige,SE,19430928-5061,+46,08-80 82 35,1943-09-28,True
Kjell,Gundersen,Myklebustgrenda 7,Paulsen,0631,Norge,NO,19700513-6149,+47,415 85 298,1970-05-13,True
Monica,Karlsson,Kyrkvägen 95,Lidköping,48948,Sverige,SE,19690113-7026,+46,0535-509 62,1969-01-13,True
Unni,Mikkelsen,Kristensengrenda 75A,Myklebust,6831,Norge,NO,19440102-7679,+47,93424287,1944-01-02,True
Angela,Medina,Ingram Stravenue 3689,North Carolstad,18901,Danmark,DK,19920920-2697,+45,458-812-6274,1992-09-20,True
Emily,Burke,Poole Groves 83197,West Donald,54414,Danmark,DK,19570413-9537,+45,(569)584-7984x68932,1957-04-13,True
Ulrika,Jonsson,Idrottsvägen 988,Falun,97581,Sverige,SE,19450118-1143,+46,001-26 32 20,1945-01-18,True
Josefin,Werner,Strandstigen 345,Alingsås,26105,Sverige,SE,19950528-5988,+46,060-657 32 28,1995-05-28,True
Wanda,Hall,Gail Turnpike 891,Gonzalesfurt,73982,Danmark,DK,19990315-5293,+45,649.732.0396x982,1999-03-15,True
Therese,Bäckman,Furugatan 2,Sundsvall,42391,Sverige,SE,19690908-3323,+46,059-717 21 36,1969-09-08,True
Gro,Eriksen,Lienengen 85,Amundsen,7540,Norge,NO,19741006-7412,+47,+47 52 80 04 03,1974-10-06,True
Thor,Madsen,Madsenlia 7B,Tovestrand,1147,Norge,NO,19600501-5459,+47,97859542,1960-05-01,True
Roar,Moe,Ellingsenåsen 3,Olavodden,5128,Norge,NO,19980416-3161,+47,+4781112254,1998-04-16,True
Jan,Aasen,Madsenlunden 8,Gunnarfjord,8437,Norge,NO,19531230-8308,+47,468 30 742,1953-12-30,True
Sofie,Vesterlund,Fabriksgränd 719,Landskrona,71836,Sverige,SE,19760326-6477,+46,0318-00 95 45,1976-03-26,False
Morten,Lien,Thomassenvollen 96,Sigurdvær,2891,Norge,NO,19661127-1762,+47,903 81 170,1966-11-27,True
Marie,Hernandez,Erik Creek 536,Lopezton,82302,Danmark,DK,19740815-9288,+45,001-204-414-0729x6668,1974-08-15,True
Robert,Miller,Stacy Throughway 20904,West Robertburgh,40590,Danmark,DK,19930521-9265,+45,+1-928-750-8491x184,1993-05-21,True
Oskari,Jokinen,Haapakuja 809,Pöytyä,23649,Finland,FI,19920406-588K,+358,051 245 5713,1992-04-06,True
Gustav,Hallgren,Idrottsgränd 40,Gävle,82057,Sverige,SE,19650412-2703,+46,08-647 244 08,1965-04-12,True
Anita,Westerberg,Aspgränd 3,Stockholm,82361,Sverige,SE,19510806-0921,+46,+46 (0)74 96 02 13,1951-08-06,True
Kenneth,Engen,Bakkenstubben 2,Elinhelle,0403,Norge,NO,19980408-3570,+47,64 93 52 68,1998-04-08,False
John,Harrell,Perez Squares 7112,Gentryfort,11765,Danmarn,DK,19970219-8032,+45,001-450-744-3623x1157,1997-02-19,True
Elin,Lundin,Ängsstigen 81,Helsingborg,13736,Sverige,SE,19621105-7281,+46,+46 (0)78 08 59 46,1962-11-05,True
Fredrik,Bohlin,Gengränd 4,Landskrona,63295,Sverige,SE,19771216-9204,+46,0575-08 91 87,1977-12-16,True
Anna,Hansson,Industrigränd 63,Skellefteå,53428,Sverige,SE,19950211-9739,+46,08-154 86 50,1995-02-11,True
Birgitta,Jakobsson,Ringvägen 351,Sandviken,91937,Sverige,SE,19670430-5232,+46,+46 (0)8 598 673 44,1967-04-30,True
Steven,Jackson,Michelle Expressway 4650,Lake Jamieburgh,34270,Danmark,DK,19591229-6223,+45,939-711-5648x294,1959-12-29,True
Susan,Franzén,Industrigatan 2,Luleå,70143,Sverige,SE,19450211-3829,+46,0197-942 69,1945-02-11,True
Hans,Danielsson,Granvägen 07,Lidingö,84412,Sverige,SE,19830806-8108,+46,+46 (0)87 41 91 98,1983-08-06,True
Daniel,Pedersen,Ødegårdgjerdet 1F,Sæther,2639,Norge,NO,19860213-1472,+47,59262196,1986-02-13,True
Jennie,Johansson,Backstigen 11,Trelleborg,24205,Sverige,SE,19980518-5677,+46,08-399 28 37,1998-05-18,True
Pål,Edvardsen,Tveitåsen 7,Strand,2810,Norge,NO,19740804-4766,+47,46227582,1974-08-04,True
Linnea,Olsson,Stationstorget 3,Trelleborg,58838,Sverige,SE,19880701-9637,+46,08-221 13 29,1988-07-01,True
Bertil,Nordström,Skolgatan 30,Lund,98651,Sverige,SE,19430530-6979,+46,083-716 63 30,1943-05-30,True
Mathias,Thomassen,Eriksenhavna 4,Kjerstieid,6487,Norge,NO,19820526-0948,+47,962 45 526,1982-05-26,True
Karen,Short,Gabriela Mountains 420,Port Matthew,76125,Danmark,DK,20000129-0948,+45,+1-469-941-3711x90349,2000-01-29,True
Louise,Nilsson,Björkgatan 474,Lidingö,28538,Sverige,SE,19411130-7135,+46,091-533 11 15,1941-11-30,True
Lena,Ek,Parkgatan 0,Eskilstuna,66880,Sverige,SE,19621208-4254,+46,0218-69 62 06,1962-12-08,True
Kristina,Persson,Kvarnvägen 0,Kalmar,10643,Sverige,SE,19560314-3463,+46,08-75 92 64,1956-03-14,True
Stein,Holm,Sandvikstien 350,Sarahelle,3524,Norge,NO,19950128-2487,+47,93322190,1995-01-28,True
Nicklas,Möller,Skolstigen 0,Trelleborg,97320,Sverige,SE,19641024-5525,+46,08-551 848 39,1964-10-24,True
Stefan,Björklund,Bäckgatan 0,Lund,85494,Sverige,SE,19420127-8677,+46,0759-74 96 82,1942-01-27,True
Kenneth,Andreassen,Pettersenstien 4,Knutsen,2059,Norge,NO,19961104-1718,+47,16 60 33 38,1996-11-04,True
Ewa,Löf,Backgränd 29,Gävle,78683,Sverige,SE,19630722-1293,+46,08-57 08 03,1963-07-22,True
Monica,Christensen,Madsenmarka 248,Thorsen,2704,Norge,NO,19630204-6976,+47,80 62 40 71,1963-02-04,True
Inga-Lill,Persson,Stationsvägen 2,Karlstad,26428,Sverige,SE,19620311-8139,+46,08-76 48 14,1962-03-11,True
Patrik,Göransson,Villagatan 0,Växjö,58796,Sverige,SE,19500228-4216,+46,08-941 64 97,1950-02-28,True
Niklas,Härkönen,Maapadonbulevardi 518,Alajärvi,12815,Finland,FI,19690414-204T,+358,(+358) 187122281,1969-04-14,True
Lars,Lund,Hagengjerdet 5D,Ceciliesand,8895,Norge,NO,19450125-8435,+47,98318208,1945-01-25,True
Marina,Persson,Järnvägsgränd 1,Kalmar,46302,Sverige,SE,19800926-6765,+46,0973-713 81,1980-09-26,True
Petri,Hämäläinen,Neonkatu 6,Kivijärvi,20659,Finland,FI,19980715-1722,+358,0260323675,1998-07-15,True
Sander,Pettersen,Tangenmarka 21E,Kristoffersen,5475,Norge,NO,19441127-2194,+47,87 17 66 84,1944-11-27,True
Elsa,Eriksson,Parkgatan 089,Mölndal,66443,Sverige,SE,19480122-9054,+46,0801-658 74,1948-01-22,True
Bente,Knutsen,Antonsenringen 1,Birkeland,5356,Norge,NO,19820606-8829,+47,49749079,1982-06-06,True
Cody,Turner,Duarte Fields 343,Marisahaven,06211,Danmark,DK,19750716-0095,+45,555-265-9182x38963,1975-07-16,True
Marie,Nilsson,Parkstigen 15,Kristianstad,88139,Sverige,SE,19491211-5433,46,0461-01 85 16,1949-12-11,True
Faith,Jones,Wilson Mission 76887,New Keith,74009,Danmark,DK,19530927-5311,+45,271.670.7105,1953-09-27,True
Maria,Salonen,Dagmarinpolku 580,Pyhäntä,37121,Finland,FI,19820213-102B,+358,+358 26 2142714,1982-02-13,True
Magdalena,Larsson,Ekgränd 547,Västerås,71694,Sverige,SE,19420405-4196,+46,+46 (0)635 969 47,1942-04-05,True
Sami,Koskinen,Runonlaulajantie 24,Savitaipale,93467,Finland,FI,19711025-664V,+358,+358 046660881,1971-10-25,True
Jim,Hermansson,Trädgårdsgatan 450,Eskilstuna,49482,Sverige,SE,19400924-3483,+46,08-17 66 56,1940-09-24,True
Kristoffer,Nielsen,Sørensentunet 90,Rønning,9031,Norge,NO,19970502-0680,+47,+47 37 10 83 11,1997-05-02,True
Kjetil,Henriksen,Hauglandmoen 6,Fredriksen,6285,Norge,NO,19970404-2215,+47,932 05 975,1997-04-04,True
Jenny,Aasen,Tveitberget 32,Madsen,6297,Norge,NO,19820901-7464,+47,90178048,1982-09-01,True
Filippa,Karlsson,Aspgränd 67,Karlskoga,33510,Sverige,SE,19890119-0224,+46,+46 (0)53 50 39 33,1989-01-19,True
Marjatta,Hyvärinen,Tyynylaavanbulevardi 437,Kempele,74971,Finland,FI,19420912-230S,+358,(+358) 610304223,1942-09-12,True
Mats,Sandell,Idrottsstigen 1,Lidingö,50862,Sverige,SE,19700201-6346,+46,08-448 356 20,1970-02-01,True
Kristian,Åberg,Skolgränd 2,Uppsala,37219,Sverige,SE,19981202-6406,+46,098-031 07 40,1998-12-02,True
Wilma,Karlsson,Järnvägsgatan 5,Borås,50762,Sverige,SE,19951129-1256,+46,+46 (0)99 93 60 56,1995-11-29,True
Melanie,Henderson,Gonzalez Field 17450,East Caitlyn,50481,Danmark,DK,19470808-2430,+45,(377)845-2069x827,1947-08-08,True
Leila,Seppälä,Dagmarinkatu 79,Parainen,65860,Finland,FI,19970123-701M,+358,(+358) 949234495,1997-01-23,True
Stig,Knudsen,Sandvikkollen 31,Jonfjell,6428,Norge,NO,19890314-6008,+47,08 40 68 81,1989-03-14,True
Agneta,Fransson,Ekgatan 9,Nyköping,48429,Sverige,SE,19410610-1047,+46,08-559 61 01,1941-06-10,True
Rachel,Willis,Boyd Ville 636,Bradfordfurt,18307,Danmark,DK,19830910-2675,+45,+1-517-952-5996x0511,1983-09-10,True
Ruth,Aas,Iversenjordet 797,Sigridstrand,9223,Norge,NO,19631215-6464,+47,46359628,1963-12-15,True
Roger,Vik,Eriksensvingen 8,Kåreby,6225,Norge,NO,19560103-7184,+47,999 61 707,1956-01-03,True
Mikaela,Olsson,Strandstigen 92,Piteå,70834,Sverige,SE,19981018-8950,+46,0131-77 89 17,1998-10-18,False
Cathrine,Haug,Ellingsenlyngen 6B,Danielhamn,1320,Norge,NO,19950425-0258,+47,23324979,1995-04-25,True
Urban,Bergström,Skolgatan 821,Trelleborg,17368,Sverige,SE,19501110-9074,+46,+46 (0)8 032 968 94,1950-11-10,True
Martti,Keskitalo,Usvapolku 8,Kokkola,43231,Finland,FI,19820705-5221,+358,+358 84 3798342,1982-07-05,True
Olof,Lindvall,Bäckvägen 89,Lidköping,32493,Sverige,SE,19740202-7331,+46,061-251 42 11,1974-02-02,True
Hege,Lie,Hellandgjerdet 5,Madsen,4464,Norge,NO,19580816-5517,+47,966 38 038,1958-08-16,True
Lars,Olsson,Trädgårdsgränd 49,Uppsala,79875,Sverige,SE,19601204-0064,+46,08-13 19 92,1960-12-04,True
Johan,Nilsson,Storvägen 93,Lund,24926,Sverige,SE,19511014-7298,+46,08-736 71 98,1951-10-14,True
Donna,Larson,Raymond Island 5135,Montesland,61023,Danmark,DK,19640623-3856,+45,589-218-6038,1964-06-23,True
Maija,Mäkelä,Jättiläisenkuja 438,Föglö,07928,Finland,FI,19490423-697D,+358,+358435832394,1949-04-23,True
Finn,Pettersen,Svendsentunet 12,Johannessen,5518,Norge,NO,19770429-0674,+47,71 83 04 96,1977-04-29,True
Hanne,Rønning,Sørensengata 1,Thorsen,5870,Norge,NO,19860614-6828,+47,74101530,1986-06-14,True
Rolf,Bergman,Grangatan 792,Uppsala,92055,Sverige,SE,19610803-2600,+46,0536-582 12,1961-08-03,True
Emil,Bengtsson,Strandgatan 3,Lidköping,52010,Sverige,SE,19571116-1355,+46,+46 (0)8 231 616 54,1957-11-16,True
Mikael,Hellström,Skogsstigen 674,Stockholm,88126,Sverige,SE,19940804-0978,+46,08-649 606 59,1994-08-04,True
Emma,Holmström,Ringgränd 535,Trelleborg,52223,Sverige,SE,19501207-6326,+46,+46 (0)8 188 571 50,1950-12-07,True
Gregory,Carter,Jacob Underpass 7236,Reneefort,13443,Danmark,DK,19520616-3603,+45,001-242-390-9151x2914,1952-06-16,True
Christina,Johansson,Gengatan 8,Helsingborg,74729,Sverige,SE,19500807-0597,+46,08-607 67 51,1950-08-07,True
Elin,Ivarsson,Trädgårdsgatan 6,Helsingborg,16788,Sverige,SE,20000207-6577,+46,075-81 32 15,2000-02-07,True
Arne,Sandvik,Nilsenhaugen 639,Larsby,9485,Norge,NO,19570814-6896,+47,+4700155070,1957-08-14,True
Emilia,Larsson,Grangatan 16,Göteborg,98941,Sverige,SE,19840327-1907,+46,081-568 05 15,1984-03-27,True
Jessica,Cunningham,Jonathon Keys 0697,Lake Kimberly,89237,Danmark,DK,19910428-8874,+45,(622)503-5180,1991-04-28,True
Jessica,Persson,Kyrkostigen 8,Örebro,61676,Sverige,SE,19560529-6320,+46,+46 (0)8 149 372 11,1956-05-29,True
Camilla,Lindberg,Kvarnvägen 3,Växjö,37513,Sverige,SE,19540430-9978,+46,0628-289 37,1954-04-30,True
Nina,Jensen,Knudsentoppen 4,Eide,6011,Norge,NO,19920429-0793,+47,41805767,1992-04-29,True
Johan,Holm,Pettersenfaret 076,Sørensen,4707,Norge,NO,19900315-1586,+47,+47 79 12 20 08,1990-03-15,True
Kari,Martinsen,Simonsenlia 1,Berge,0595,Norge,NO,19580615-5475,+47,+47 72 22 63 41,1958-06-15,True
Pamela,Miller,Anthony Overpass 8626,South Linda,53100,Danmark,DK,19770517-5535,+45,(328)219-7011x14689,1977-05-17,True
Carita,Vuori,Kolvikatu 93,Valtimo,29024,Finland,FI,19661222-701P,+358,013 362 2039,1966-12-22,True
Tammy,Moreno,Rachel Loop 87816,Port Joshuaside,50332,Danmark,DK,19470918-4897,+45,001-284-698-1452x4590,1947-09-18,True
Morten,Olsen,Simonsenplassen 3A,Marifjord,1821,Norge,NO,19601102-7279,+47,+4785729109,1960-11-02,True
Margaret,Gomez,Christopher Stravenue 00933,Jasonberg,66177,Danmark,DK,19780802-0055,+45,622.242.0622,1978-08-02,True
Nils,Isaksen,Henriksentoppen 92,Knudsen,2055,Norge,NO,19581019-2740,+47,42684504,1958-10-19,True
Arvid,Thulin,Åkervägen 82,Mölndal,97233,Sverige,SE,19960428-1064,+46,08-203 37 22,1996-04-28,True
Annette,Pihl,Kyrkostigen 68,Varberg,32508,Sverige,SE,19830601-8144,+46,035-734 19 81,1983-06-01,True
Jens,Thomassen,Dahlskogen 27,Mikkelsen,8610,Norge,NO,19881024-8600,+47,51448683,1988-10-24,True
Katherine,Baker,Nichols Prairie 0337,New Heatherport,85949,Danmark,DK,19660924-2697,+45,(932)907-7611,1966-09-24,True
Per,Ibrahim,Ängsvägen 335,Uppsala,78237,Sverige,SE,19860218-6066,+46,08-846 95 75,1986-02-18,True
Eivind,Jacobsen,Solheimskrenten 84,Bjørnfoss,2578,Norge,NO,19930916-5714,+47,+47 00 41 94 57,1993-09-16,True
Per,Lundqvist,Gengatan 783,Piteå,39609,Sverige,SE,19650101-1952,+46,+46 (0)87 23 93 48,1965-01-01,True
